semantic_group_id,num_markets,num_dates,num_event_slugs,event_slugs,actors,sample_questions,needs_review
will-a-house-speaker-be-elected-by-end-of-wednesday,1,1,1,will-a-house-speaker-be-elected-by-end-of-wednesday,,Will a House Speaker be elected by end of Wednesday?,True
will-a-house-speaker-be-elected-by-end-of-friday,1,1,1,will-a-house-speaker-be-elected-by-end-of-friday,,Will a House Speaker be elected by end of Friday?,True
will-george-santos-resign,1,1,1,will-george-santos-resign-by-january-31,,Will George Santos resign by January 31?,True
will-more-than-2pt2-million-people-travel-through-a-tsa-checkpoint-on-any-day,1,1,1,will-more-than-2pt2-million-people-travel-through-a-tsa-checkpoint-on-any-day-by-february-6,,Will more than 2.2 million people travel through a TSA checkpoint on any day by February 6?,True
will-the-chinese-spy-balloon-be-down,1,1,1,will-the-chinese-spy-balloon-be-down-by-february-5,,"Will the ""Chinese spy balloon"" be down by February 5?",True
will-predictit-create-a-new-market,1,1,1,will-predictit-create-a-new-market-by-march-31-2023,,"Will PredictIt create a new market by March 31, 2023?",True
will-openai-release-gpt,1,1,1,will-openai-release-gpt-4-by-may-31,,Will OpenAI release GPT-4 by May 31?,True
will-andrew-tate-be-released,1,1,1,will-andrew-tate-be-released-by-april-30,,Will Andrew Tate be released by April 30?,True
will-bing-suspend-its-ai-chatbot,1,1,1,will-bing-suspend-its-ai-chatbot-by-february-28,,Will Bing suspend its AI chatbot by February 28?,True
will-there-be-a-senate-vacancy-in-pennsylvania,1,1,1,will-there-be-a-senate-vacancy-in-pennsylvania-by-eoy,,Will there be a Senate vacancy in Pennsylvania by EOY?,True
arbitrum-airdrop-by-march-31st,1,1,1,arbitrum-airdrop-by-march-31st,,Arbitrum airdrop by March 31st?,True
will-silvergate-announce-it-is-filing-for-bankruptcy,1,1,1,will-silvergate-announce-it-is-filing-for-bankruptcy-by-march-31-2023,,"Will Silvergate announce it is filing for bankruptcy by March 31, 2023?",True
will-tiktok-be-banned-in-the-us:us,1,1,1,will-tiktok-be-banned-in-the-us-by-may-31,us,Will Tiktok be banned in the US by May 31?,True
will-huobi-become-insolvent,1,1,1,will-huobi-become-insolvent-by-mar-31-2023,,"Will Huobi become insolvent by Mar 31, 2023?",True
will-svb-be-acquired,1,1,1,will-svb-be-acquired-by-monday-night,,Will SVB be acquired by Monday night?,True
will-a-third-us-bank-fail,1,1,1,will-a-third-us-bank-fail-by-march-17,,Will a third US bank fail by March 17?,True
will-schwab-fail,1,1,1,which-banks-will-fail-by-march-17,,Will Schwab fail by March 17?,True
will-bank-of-america-fail,1,1,1,which-banks-will-fail-by-march-17,,Will Bank of America fail by March 17?,True
will-credit-suisse-fail,1,1,1,will-credit-suisse-fail-by-march-31,,Will Credit Suisse fail by March 31?,True
sui-airdrop,1,1,1,sui-airdrop-by-may-15,,Sui Airdrop by May 15?,True
will-trump-be-arrested:trump,1,1,1,will-trump-be-arrested-by-friday,trump,Will Trump be arrested by Friday?,True
will-the-fed-increase-interest-rates-by-25-bps-after-their-september-meeting,1,1,1,fed-interest-rates-september-2022,,Will the Fed increase interest rates by 25 bps after their September meeting?,True
will-the-fed-increase-interest-rates-by-75-bps-after-their-september-meeting,1,1,1,fed-interest-rates-september-2022,,Will the Fed increase interest rates by 75 bps after their September meeting?,True
will-the-fed-increase-interest-rates-by-100-bps-after-their-september-meeting,1,1,1,fed-interest-rates-september-2022,,Will the Fed increase interest rates by 100 bps after their September meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-their-september-meeting,1,1,1,fed-interest-rates-september-2022,,Will the Fed increase interest rates by 50 bps after their September meeting?,True
will-the-fed-increase-interest-rates-by-100-bps-after-its-november-meeting,1,1,1,fed-interest-rates-november-2022,,Will the Fed increase interest rates by 100 bps after its November meeting?,True
will-the-fed-increase-interest-rates-by-75-bps-after-its-november-meeting,1,1,1,fed-interest-rates-november-2022,,Will the Fed increase interest rates by 75 bps after its November meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-november-meeting,1,1,1,fed-interest-rates-november-2022,,Will the Fed increase interest rates by 50 bps after its November meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-november-meeting,1,1,1,fed-interest-rates-november-2022,,Will the Fed increase interest rates by 25 bps after its November meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-december-meeting,1,1,1,fed-interest-rates-december-2022,,Will the Fed increase interest rates by 50 bps after its December meeting?,True
will-the-fed-increase-interest-rates-by-75-bps-after-its-december-meeting,1,1,1,fed-interest-rates-december-2022,,Will the Fed increase interest rates by 75 bps after its December meeting?,True
will-the-fed-increase-interest-rates-by-100-bps-after-its-december-meeting,1,1,1,fed-interest-rates-december-2022,,Will the Fed increase interest rates by 100 bps after its December meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-december-meeting,1,1,1,fed-interest-rates-december-2022,,Will the Fed increase interest rates by 25 bps after its December meeting?,True
will-the-fed-increase-interest-rates-by-75-bps-after-its-february-meeting,1,1,1,fed-interest-rates-february-2023,,Will the Fed increase interest rates by 75 bps after its February meeting?,True
will-the-fed-increase-interest-rates-by-0-bps-after-its-february-meeting,1,1,1,fed-interest-rates-february-2023,,Will the Fed increase interest rates by 0 bps after its February meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-february-meeting,1,1,1,fed-interest-rates-february-2023,,Will the Fed increase interest rates by 50 bps after its February meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-february-meeting,1,1,1,fed-interest-rates-february-2023,,Will the Fed increase interest rates by 25 bps after its February meeting?,True
will-the-fed-increase-interest-rates-by-0-bps-after-its-may-meeting,1,1,1,fed-interest-rates-may-2023,,Will the Fed increase interest rates by 0 bps after its May meeting?,True
will-the-fed-decrease-interest-rates-by-25-bps-after-its-may-meeting,1,1,1,fed-interest-rates-may-2023,,Will the Fed decrease interest rates by 25 bps after its May meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-may-meeting,1,1,1,fed-interest-rates-may-2023,,Will the Fed increase interest rates by 25 bps after its May meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-may-meeting,1,1,1,fed-interest-rates-may-2023,,Will the Fed increase interest rates by 50 bps after its May meeting?,True
will-the-fed-decrease-interest-rates-by-25-bps-after-its-march-meeting,1,1,1,fed-interest-rates-march-2023,,Will the Fed decrease interest rates by 25 bps after its March meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-march-meeting,1,1,1,fed-interest-rates-march-2023,,Will the Fed increase interest rates by 50 bps after its March meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-march-meeting,1,1,1,fed-interest-rates-march-2023,,Will the Fed increase interest rates by 25 bps after its March meeting?,True
will-the-fed-increase-interest-rates-by-0-bps-after-its-march-meeting,1,1,1,fed-interest-rates-march-2023,,Will the Fed increase interest rates by 0 bps after its March meeting?,True
will-uniswaps-wallet-be-live-on-the-ios-app-store,1,1,1,will-uniswaps-wallet-be-live-on-the-ios-app-store-by-april-30,,Will Uniswap's wallet be live on the iOS app store by April 30?,True
will-sam-altman-testify,1,1,1,will-sam-altman-testify-before-congress-by-may-31,,Will Sam Altman testify before congress by May 31?,True
lens-protocol-airdrop,1,1,1,lens-protocol-airdrop-by-may-1,,Lens Protocol Airdrop by May 1?,True
will-trump-be-indicted-a-second-time:trump,1,1,1,will-trump-be-indicted-a-second-time-by-june-30,trump,Will Trump be indicted a second time by June 30?,True
will-trumps-mugshot-be-public:trump,1,1,1,will-trumps-mugshot-be-public-by-wednesday,trump,Will Trump's mugshot be public by Wednesday?,True
will-conor-mcgregor-return-to-the-ufc,1,1,1,will-conor-mcgregor-return-to-the-ufc-by-november-13,,Will Conor McGregor return to the UFC by November 13?,True
will-ftx-relaunch,1,1,1,will-ftx-relaunch-by-june-30,,Will FTX relaunch by June 30?,True
will-dianne-feinstein-resign,1,1,1,will-dianne-feinstein-resign-by-july-1,,Will Dianne Feinstein resign by July 1?,True
will-biden-announce-he-is-running-for-president:biden,1,1,1,will-biden-announce-he-is-running-for-president-by-friday,biden,Will Biden announce he is running for president by Friday?,True
will-tucker-carlson-announce-he-is-running-for-president,1,1,1,will-tucker-carlson-announce-he-is-running-for-president-by-may-31,,Will Tucker Carlson announce he is running for president by May 31?,True
will-a-fourth-us-bank-fail,1,1,1,will-a-fourth-us-bank-fail-by-june-30,,Will a fourth US bank fail by June 30?,True
will-the-new-mystery-balloon-be-downed,1,1,1,will-the-new-mystery-balloon-be-downed-by-may-2,,"Will the new ""mystery balloon"" be downed by May 2?",True
will-the-fed-decrease-interest-rates-by-25-bps-after-its-june-meeting,1,1,1,fed-interest-rates-june-2023,,Will the Fed decrease interest rates by 25 bps after its June meeting?,True
will-the-fed-increase-interest-rates-by-0-bps-after-its-june-meeting,1,1,1,fed-interest-rates-june-2023,,Will the Fed increase interest rates by 0 bps after its June meeting?,True
will-the-fed-increase-interest-rates-by-25-bps-after-its-june-meeting,1,1,1,fed-interest-rates-june-2023,,Will the Fed increase interest rates by 25 bps after its June meeting?,True
will-the-fed-increase-interest-rates-by-50-bps-after-its-june-meeting,1,1,1,fed-interest-rates-june-2023,,Will the Fed increase interest rates by 50 bps after its June meeting?,True
will-eip-4844-be-implemented,1,1,1,will-eip-4844-be-implemented-by-eoy,,Will EIP-4844 be implemented by EOY?,True
will-lebron-announce-his-retirement,1,1,1,will-lebron-announce-his-retirement-by-may-31,,Will LeBron announce his retirement by May 31?,True
will-140-or-more-house-republicans-vote-for-the-debt-ceiling-deal:republicans,1,1,1,will-140-or-more-house-republicans-vote-for-the-debt-ceiling-deal-by-june-4,republicans,Will 140 or more House Republicans vote for the debt ceiling deal by June 4?,True
will-ukraine-sever-the-land-bridge-between-crimea-and-russia:russia,1,1,1,will-ukraine-sever-the-land-bridge-between-crimea-and-russia-before-nov-1,russia,Will Ukraine sever the land bridge between Crimea and Russia before Nov 1?,True
will-trumps-mugshot-be-released:trump,1,1,1,will-trumps-mugshot-be-released-by-june-30,trump,Will Trump's mugshot be released by June 30?,True
will-the-fed-decrease-interest-rates-by-25-bps-after-its-july-meeting,1,1,1,fed-interest-rates-july-2023,,Will the Fed decrease interest rates by 25 bps after its July meeting?,True
will-the-fed-raise-interest-rates-by-0-bps-after-its-july-meeting,1,1,1,fed-interest-rates-july-2023,,Will the Fed raise interest rates by 0 bps after its July meeting?,True
will-the-fed-raise-interest-rates-by-25-bps-after-its-july-meeting,1,1,1,fed-interest-rates-july-2023,,Will the Fed raise interest rates by 25 bps after its July meeting?,True
will-the-missing-submarine-be-found,1,1,1,will-the-missing-submarine-be-found-by-june-23,,Will the missing submarine be found by June 23?,True
will-prigozhin-be-arrested,1,1,1,will-prigozhin-be-arrested-by-july-15,,Will Prigozhin be arrested by July 15?,True
will-wagner-take-moscow,1,1,1,will-wagner-take-moscow-by-tuesday,,Will Wagner take Moscow by Tuesday?,True
will-mexc-become-insolvent,1,1,1,will-mexc-become-insolvent-by-july-3,,Will MEXC become insolvent by July 3?,True
will-kanye-announce-he-is-running-for-president,1,1,1,will-kanye-announce-he-is-running-for-president-by-july-11,,Will Kanye announce he is running for president by July 11? ,True
will-elon-and-zuck-announce-a-fight,1,1,1,will-elon-and-zuck-announce-a-fight-by-july-15,,Will Elon and Zuck announce a fight by July 15?,True
will-unverified-twitter-users-be-able-to-see-more-than-1k-posts-per-day,1,1,1,will-unverified-twitter-users-be-able-to-see-more-than-1k-posts-per-day-by-july-10,,Will unverified Twitter users be able to see more than 1k posts per day by July 10?,True
will-trump-post-on-threads:trump,1,1,1,will-trump-post-on-threads-by-july-31,trump,Will Trump post on Threads by July 31?,True
white-house-cokehead-arrested,1,1,1,white-house-cokehead-arrested-by-july-15,,White House cokehead arrested by July 15?,True
will-twitter-sue-meta,1,1,1,will-twitter-sue-meta-by-july-15,,Will Twitter sue Meta by July 15?,True
rollbit-rug,1,1,1,rollbit-rug-by-august-31,,Rollbit rug by August 31?,True
meghan-markle-prince-harry-split,1,1,1,meghan-markle-prince-harry-split-by-july-31,,Meghan Markle & Prince Harry split by July 31?,True
mh-370-black-box-found,1,1,1,mh370-black-box-found-by-september-30,,MH370 black box found by September 30?,True
will-russia-ukraine-declare-a-ceasefire:russia,1,1,1,will-russia-ukraine-declare-a-ceasefire-by-eoy,russia,Will Russia & Ukraine declare a ceasefire by EOY?,True
will-the-us-soldier-be-released-from-north-korea:us,1,1,1,will-the-us-soldier-be-released-from-north-korea-by-july-25,us,Will the US soldier be released from North Korea by July 25?,True
will-jamie-dimon-announce-he-is-running-for-president,1,1,1,will-jamie-dimon-announce-he-is-running-for-president-by-july-31,,Will Jamie Dimon announce he is running for president by July 31?,True
biden-additional-aid-to-ukraine:ukraine,1,1,1,biden-additional-aid-to-ukraine-by-july-31,ukraine,Biden additional aid to Ukraine by July 31?,True
will-the-fed-raise-interest-rates-by-0-bps-after-its-september-meeting,1,1,1,fed-interest-rates-september-2023,,Will the Fed raise interest rates by 0 bps after its September meeting?,True
will-the-fed-raise-interest-rates-by-25-bps-after-its-september-meeting,1,1,1,fed-interest-rates-september-2023,,Will the Fed raise interest rates by 25 bps after its September meeting?,True
sbf-jail,1,1,1,sbf-jail-by-august-31,,SBF jail by August 31?,True
will-biden-mention-aliens:biden,1,1,1,will-biden-mention-aliens-by-august-31,biden,Will Biden mention aliens by August 31?,True
will-trump-be-indicted-twice-more:trump,1,1,1,will-trump-be-indicted-twice-more-by-august-31,trump,Will Trump be indicted twice more by August 31?,True
will-milady-flip-azuki,1,1,1,will-milady-flip-azuki-by-aug-31,,Will Milady flip Azuki by Aug 31?,True
will-sbf-plead-guilty,1,1,1,will-sbf-plead-guilty-by-august-21,,Will SBF plead guilty by August 21?,True
trump-contempt-of-court:trump,1,1,1,trump-contempt-of-court-by-september-30,trump,Trump contempt of court by September 30?,True
will-biden-visit-hawaii:biden,1,1,1,will-biden-visit-hawaii-by-friday,biden,Will Biden visit Hawaii by Friday?,True
will-trump-be-said-by-every-candidate-in-the-rnc-primary-debate-on-august:trump,1,1,1,rnc-debate-mention-markets,trump,"Will ""Trump"" be said by every candidate in the RNC primary debate on August 23?",True
will-biden-be-said-by-every-candidate-in-the-rnc-primary-debate-on-august:biden,1,1,1,rnc-debate-mention-markets,biden,"Will ""Biden"" be said by every candidate in the RNC primary debate on August 23?",True
will-trump-violate-bail:trump,1,1,1,will-trump-violate-bail-by-september-30,trump,Will Trump violate bail by September 30?,True
will-prigozhin-make-an-appearance,1,1,1,will-prigozhin-make-an-appearance-by-friday,,Will Prigozhin make an appearance by Friday?,True
will-mitch-mcconnell-zone-out-again,1,1,1,will-mitch-mcconnell-zone-out-again-by-october-1,,Will Mitch McConnell zone out again by October 1?,True
